"","g","","g","","g","","g","","g","","g","","g","","g","","g",""
"1",0.173615593467445,0.249365721228738,-0.159066801159681,-0.162783337692622,-0.0802720153590696,-0.114777250114455,-0.154819381513188,-0.186166577238033,-0.280156817076469,-0.327799811807808,-0.0948928375290259,-0.104776212738585,-0.316593522003864,-0.375873352873961,-0.0781691869257632,-0.151059239981117,0.248700406053963,0.331588721743056
"2",-0.0731852784276215,-0.0838086970838147,-0.0731934450932982,-0.085949119658592,0.107624928622858,0.138195272978093,-0.253934923056873,-0.277532222970062,-0.186348460601858,-0.26408086160474,0.126742779517853,0.196400261951114,-0.274984411345404,-0.297036055076516,0.151954083058725,0.209994752276399,-0.113342835015181,-0.117372894593895
"3",-0.0859842489116217,-0.0834553975806143,-0.12640669111137,-0.14129147345427,-0.121239170474445,-0.233201717745305,0.109063199797892,0.107353483873519,-0.0483571102711097,-0.0401407610854921,-0.0410569116115758,-0.0277024243432689,0.310043695059671,0.30913179389934,0.00511549460636379,-0.0898107666979592,0.0338681088387274,0.0306760639439778
"4",0.0312831486723001,0.0329207291579123,-0.140496722249481,-0.186815065257719,0.113566994442421,0.118581831568867,-0.0289032377407278,-0.0448283908022926,0.0817951788115272,0.0900115291091169,0.0383861420609681,0.0260585044666545,-0.236534547462057,-0.250822614514686,0.422805283913935,0.479786025305813,-0.155055692608293,-0.179934295662949
"5",0.169390272469827,0.258053000336818,-0.100613045010137,-0.155392700350534,-0.196742450446857,-0.232155197131072,-0.231868168363252,-0.295758775540173,0.0353205129459327,0.180139148731794,0.16177045256801,0.228209451174082,-0.184814925765271,-0.247949815902326,-0.0270193735771309,-0.00385391331613693,0.0888688109691269,0.0987322348509577
"6",-0.0247726546590477,-0.00684053486063079,-0.129477189293215,-0.114568494173504,0.0825263669198409,0.121353429447275,-0.0757233606361853,-0.05116278343368,-0.111220285494098,-0.161164961063201,-0.0742542833101777,-0.0903934823638789,0.00561853120596758,0.0014553417855372,0.258867547868074,0.323097321066975,-0.165781240655754,-0.297834855257455
"7",-0.064675049182195,-0.0539950991694607,-0.00819509301554795,-0.00286052388820182,-0.0301595698655564,-0.0417232958393935,0.0790379255068634,0.132999106761009,0.0688431752809166,0.0885577572946303,-0.0685215934918425,-0.0858661028794635,-0.134260144680008,-0.138345376724188,-0.0674420178947181,-0.0923517797871444,0.128644366347228,0.161717416423655
"8",-0.151406070503217,-0.134057353296669,-0.257755656041905,-0.285042272661539,-0.0808788622059751,-0.0824278585649227,0.00130134086593191,0.00506695638126266,-0.0834274390159337,-0.0852180654780226,-0.083114618172812,-0.118472885015713,0.05615461334505,0.0329401491468973,-0.337413512638207,-0.329360712922986,0.229360736481247,0.249512891787677
"9",-0.0394762393832313,-0.023503651384028,0.202305155184925,0.216225151212697,0.0838266311807225,0.113079384764475,-0.0585902449606589,-0.0674907057097101,0.0475319447661379,0.0395519969442203,0.129640712061734,0.145738081568758,0.190187931912191,0.239623892126555,0.0357826110749997,0.0240960877143352,0.0219826151414189,0.0178791646927424
"10",-0.0900830580031259,-0.0996108425068327,0.157321296360867,0.20711088347019,-0.0314501432423958,-0.028332448409949,0.0196423319979794,-0.0111870383706796,-0.184684851893655,-0.228181330580973,0.0838238521839328,0.121572736725052,-0.0237645961428231,-0.0277876685080909,0.180493578481657,0.210613481991181,0.423163221563549,0.511375602450404
